CAE;Кол-во (шт.) (Склад Москва КрС);Розница (руб.) (Склад Москва КрС);Цена (руб.) (Склад Москва КрС);
"2358200";более 40;8840;7186;
"2358800";более 40;10400;8449;
"2358100";более 40;9370;7614;
"2753700";более 40;14190;11529;
"2481300";4;9980;8106;
"621500";2;12880;10140;
"0348162";более 40;7440;6044;
"0348180";2;9610;7811;
"2783700";1;8980;7296;
"2175783";12;9810;7974;
"2783400";более 40;10430;8476;
"2463100";более 40;25420;20665;
"2718500";1;20010;16266;
"0356374";3;21430;16867;
"0354450";1;14970;12166;
"1017603";1;11490;9334;
"R1572";более 40;11470;9324;
"R1570";более 40;10770;8762;
"R1584";более 40;12170;9897;
"R1580";более 40;11640;9464;
"R1578";28;14170;11525;
"R1596";более 40;12750;10369;
"R1571";более 40;14230;11567;
"R1575";более 40;14040;11417;
"R1592";более 40;13120;10670;
"R1594";10;13370;10873;
"PXR0102103";4;21930;17828;
"PXR01076S3";более 40;15030;12218;
"PXR01075S3";более 40;15000;12191;
"PXR01074S3";23;13530;11000;
"PXR01073S3";4;14560;11832;
"PXR01071S3";3;16230;13188;
"PXR01064S3";2;11370;9243;
"PXR01057S3";6;7340;5962;
"PXR01056S3";2;6830;5546;
"PXR01050S3";12;6500;5278;
"PXR01049S3";16;7020;5706;
"PXR01048S3";22;6830;5546;
"PXR01047S3";1;7380;5992;
"BR009081";12;12860;10449;
"2783500";более 40;11100;9018;
"0348176";4;9520;7737;
"0354766";2;19270;15666;
"1017049";12;12030;9775;
"2571800";2;35480;28840;
"2802200";16;15820;12860;
"576235";25;13060;10610;
"F5826";5;28610;23262;
"F5832N";1;21680;17622;
"F8422";1;11500;9350;
"F9700";8;18630;15144;
"F9703";2;18650;15160;
"F9705";1;21600;17563;
"F9720";4;15480;12587;
"F9743";1;20730;16847;
"532444";4;21830;11794;
"2110014";более 40;4550;3814;
"CTS008323";1;3190;2890;
"CTS046599";3;3590;3250;
"538045";1;19030;15470;
"1585365";1;5720;4647;
"1585387";более 40;8120;6601;
"1585391";1;8320;6758;
"1585405";более 40;9090;7386;
"1585409";более 40;9070;7367;
"PXR0036703";24;11330;9211;
"T430146";10;21490;16917;
"007232";38;29960;23588;
"873354";27;25900;20392;
"1580937";1;10030;7893;
"1580968";4;9880;7774;
"1580971";8;9480;7457;
"1585329";1;4640;3768;
"525868";1;15000;11809;
"089541";1;33550;26411;
"762575";8;21030;16555;
"731632";13;33690;26527;
"241929";6;44300;34880;
"146325";6;44270;34855;
"370943";3;29350;23110;
"821582";1;30520;24029;
"463058";1;39660;31221;
"276849";6;37210;29292;
"874639";4;27850;22636;
"182994";4;32210;26181;
"0428106";16;11010;8951;
"3110019";1;4940;4149;
"3110026";6;5470;4588;
"3110049";более 40;6480;5436;
"3110050";более 40;6690;5616;
"3110051";6;6900;5791;
"14758";8;20140;15855;
"15089";1;16490;12978;
"1585377";более 40;6960;5657;
"1585389";более 40;8500;6903;
"1585395";19;7350;5971;
"1585399";1;8870;7208;
"1585407";более 40;9450;7680;
"1585411";3;9360;7606;
"0428077";более 40;10810;8781;
"0428088";24;10240;8324;
"0428094";7;11860;9639;
"0428098";13;12380;10064;
"528945";2;19940;15694;
"14108";2;20570;16191;
"15464";8;28330;22302;
"10447";22;13790;10857;
"14768";2;10130;7970;
"12346";3;7830;6164;
"238365";2;31050;25242;
"R1154";1;11570;9110;
"F4767";9;8470;6662;
"R0402";8;15930;12538;
"R1158";35;12220;9621;
"R0172";1;15100;11882;
"R1156";18;12380;9745;
"F9316";17;17570;13833;
"R1153";более 40;10980;8639;
"R0405";11;10330;8129;
"R1013";более 40;11640;9161;
"R0421";4;13710;10789;
"R0395";4;19320;15205;
"R0420";1;16390;12903;
"R1164";27;11800;9284;
"R0169";3;21920;17254;
"R1148";17;13660;10749;
"R1159";1;16160;12724;
"E4523";2;12570;9894;
"R1162";1;14800;11653;
"R1165";более 40;18580;14629;
"R2090";20;21500;16927;
"E4518";2;14280;11241;
"R2089";8;16650;13109;
"R1128";4;15550;12241;
"R1014";19;10200;8029;
"E4530";8;19430;15294;
"E4521";4;16810;13235;
"F7842";2;31930;25141;
"R5613";2;24770;19501;
"1580932";2;5200;4090;
"R6106";12;16930;13329;
"549593";3;32050;25229;
"2208773";34;10770;8480;
"2208743";1;7790;6134;
"1580924";более 40;5380;4236;
"1021028";4;12000;9166;
"13616";4;21620;17021;
"13620";1;17220;13556;
"14096";1;11710;9219;
"14101";4;20410;16065;
"15090";2;20660;16265;
"14104";4;16170;12726;
"14092";8;16890;13293;
"15065";2;9970;7844;
"152314";2;44960;36545;
"2781300";более 40;7580;5962;
"12347";8;15100;11886;
"11859";2;13370;10521;
"13614";2;12740;10028;
"BR005541";8;37140;29239;
"PSR1268103";6;16360;12877;
"PSR0P19303";3;30180;23758;
"PSR1483703";4;17410;13706;
"PSR0P35103";8;14260;11223;
"13127";2;13060;10280;
"1021198";1;7800;5951;
"1015417";1;24400;18632;
"1021711";15;14020;10706;
"1021709";2;16190;12361;
"2489600";6;29140;23688;
"2739200";10;44880;36480;
"2739300";14;60800;49429;
"2784700";1;38870;31596;
"2775000";38;61470;49971;
"2688200";4;11700;9005;
"2801800";1;10290;8362;
"2801900";более 40;12850;10446;
"2802400";более 40;15540;12634;
"TS32236";более 40;15520;12611;
"0354814";1;12010;9449;
"0354823";более 40;12710;10002;
"0357928";2;15080;11868;
"14035";7;9690;7623;
"14111";4;17770;13986;
"568064";2;15140;7956;
"537892";2;22970;11676;
"539853";12;11750;7621;
"539856";1;18990;12032;
"539860";3;19110;14017;
"580805";21;12590;10230;
"532423";35;26350;21417;
"0354825";9;19310;15200;
"TS32197";более 40;7810;6345;
"TS32201";более 40;12310;10003;
"TS32208";более 40;16080;13070;
"TS32180";более 40;11360;9234;
"TS32182";более 40;10500;8531;
"TS32184";более 40;10860;8822;
"TS32192";более 40;11200;9103;
"TS32217";3;16570;13464;
"516105";4;19660;15476;
"F4180";4;11980;9428;
"TS32206";16;13770;11194;
"TS32209";1;16310;13258;
"2686600";1;7260;5899;
"TS32175";18;8770;7124;
"0354827";1;20550;16181;
"0357095";3;15080;11868;
"TS32202";4;15340;12470;
"PXR01051S3";20;7020;5706;
"PXR01072S3";4;17920;14564;
"PSR0L23303";1;17450;13737;
"PSR0L97803";12;13390;10536;
"TS32239";16;14790;12020;
"TS32179";более 40;11400;9262;
"TS32205";2;11510;9356;
"TS32212";28;15610;12686;
"TS32240";более 40;16350;13286;
"2560200";1;47060;37052;
"2743000";4;22160;17447;
"TS32286";1;6010;4882;
"TS32246";более 40;16460;13380;
"TS32252";более 40;19060;15490;
"974432";1;10530;8560;
"2501800";3;43110;33938;
"103149";4;5790;4701;
"TS32290";8;6320;5136;
"140326";21;7600;6177;
"TS32296";4;10340;8400;
"TS32181";более 40;12370;10050;
"TS32303";более 40;12530;10182;
"TS32306";1;14300;11626;
"TS32316";24;10860;8822;
"TS32311";более 40;14890;12104;
"TS32188";более 40;10450;8493;
"TS32318";1;15340;12470;
"TS32315";25;13920;11316;
"TS32320";более 40;14480;11767;
"TS32326";более 40;14880;12095;
"TS32324";более 40;17740;14421;
"TS32270";1;27230;22131;
"TS32233";4;24960;20292;
"TS32243";5;18940;15396;
"TS32261";более 40;20000;16259;
"TS32260";15;22760;18501;
"TS32263";37;22690;18445;
"TS32266";более 40;24360;19804;
"TS32269";более 40;22530;18313;
"TS32273";8;26390;21455;
"522170";4;8410;6835;
"029074";4;21490;17465;
"0357597";1;30470;23990;
"2713300";1;27780;21872;
"597090";1;40350;31768;
"094656";2;68360;53819;
"336171";3;31180;24547;
"300179";6;44850;35309;
"TS32245";более 40;18330;14899;
"12803";12;14390;11695;
"14232";1;6820;5545;
"13132";4;11750;9251;
"2744600";16;15220;11983;
"CTS159244";1;14890;12099;
"PXR01113S3";1;9030;7341;
"LYR0801403";3;12560;10204;
"217910";37;8260;6715;
"849739";29;8830;7175;
"757060";1;9090;7385;
"0357080";6;9050;7121;
"E4630";5;13530;11003;
"F6062";1;5210;4235;
"F9739";23;14450;11750;
"R1583";4;8120;6607;
"R1585";более 40;12300;10003;
"R1586";1;9780;7953;
"R1589";1;15440;12551;
"R1599";12;13140;10689;
"R1600";1;13430;10923;
"R1698";1;23750;19306;
"R2310";2;28480;23157;
"R2377";40;20880;16975;
"R2378";более 40;13650;11099;
"R2380";10;20220;16437;
"R2383";более 40;15770;12825;
"R2384";25;15950;12968;
"R2385";24;18370;14932;
"R2386";более 40;17830;14499;
"R2387";4;14300;11627;
"R2389";24;19530;15882;
"R2391";2;18820;15300;
"R2394";16;19130;15553;
"R3036";15;15300;12437;
"R3039";3;10370;8429;
"R3044";11;13410;10901;
"R3047";35;14250;11590;
"R3051";более 40;13280;10800;
"R3057";более 40;12080;9825;
"R3058";33;16280;13236;
"R3059";36;14190;11537;
"R3061";4;14310;11632;
"456910";2;48590;38252;
"541683";1;21300;16768;
"2687400";1;6310;5125;
"TS32218";13;17400;14140;
"539858";2;22760;17520;
"539859";1;23500;18090;
"570996";1;7870;6395;
"NS00265";1;11570;9104;
"2802000";более 40;12590;10231;
"543794";4;14470;11392;
"B348";16;11970;10315;
"B120";более 40;12310;10609;
"14595";2;5440;4421;
"14589";2;9610;7806;
"14580";1;8820;7174;
"15047";9;10000;8126;
"2350700";1;17040;13846;
"1017040";12;12000;9754;
"1017046";20;11740;9540;
"1017047";20;12620;10255;
"1017051";14;13000;10564;
"1020653";4;16220;13185;
"1021056";4;5050;4102;
"0354838";1;15540;12229;
"092979";32;26370;21431;
"778333";9;12820;10088;
"549804";2;19490;15340;
"TS32254";более 40;18680;15181;
"TS32257";более 40;17200;13980;
"TS32219";2;19360;15734;
"TS32199";более 40;11030;8962;
"TS32251";более 40;17330;14083;
"2232983";3;13350;10853;
"2232713";3;9780;7949;
"TS32271";более 40;24790;20152;
"TS32247";1;18690;15190;
"TS32250";26;18610;15124;
"2232613";1;11090;9016;
"2232393";2;11920;9683;
"2479700";2;24800;20158;
"2462000";1;25060;20372;
"2558500";более 40;13370;10863;
"2678200";16;31600;25685;
"3080900";более 40;17740;12505;
"3081200";более 40;20430;16605;
"3081800";22;18600;15116;
"PXR01083S3";24;17980;14615;
"PXR01089S3";8;19800;16093;
"PXR01090S3";2;21280;17293;
"PXR01114S3";более 40;22730;18474;
"PXR01117S3";4;17780;14448;
"PXR01135S3";18;21860;17766;
"PXR01137S3";32;21170;17205;
"PXR01139S3";35;21020;17083;
"PXR01142S3";более 40;18020;14650;
"2523400";11;24610;20006;
"528783";6;50790;31858;
"TS32200";более 40;10410;8456;
"TS32262";17;21190;17225;
"539699";17;18440;14988;
"928695";1;22660;18421;
"543405";17;20360;11108;
"152273";8;38230;31080;
"217471";8;20000;16260;
"301067";2;13700;11138;
"655299";2;46580;37869;
"931332";10;44110;35854;
"TS32234";8;26960;21915;
"352407";1;11180;9088;
"957710";4;13260;10775;
"574241";4;10680;8675;
"TS32221";более 40;20280;16484;
"TS32211";7;14290;11617;
"TS32249";более 40;19060;15490;
"791145";1;15080;12258;
"TS32280";31;25020;20339;
"TS32237";более 40;21270;17291;
"2622800";более 40;6080;4782;
"2444800";6;23690;19255;
"0354432";14;28350;23041;
"R1598";24;9420;7660;
"518152";13;11630;9449;
"0355045";3;20590;16739;
"R2379";20;23450;19068;
"2729100";3;44830;36446;
"2897200";более 40;34370;27941;
"3080700";более 40;17430;14168;
"3081000";более 40;15320;12454;
"3081300";2;10880;8844;
"3081400";более 40;9250;7513;
"3081500";более 40;13210;10739;
"3081600";16;14160;11506;
"3114600";более 40;17610;14315;
"3114700";более 40;17390;14134;
"012974";1;11490;9336;
"2467300";более 40;29380;23880;
"2761300";1;12300;9682;
"2485200";3;15780;12826;
"568067";1;15210;8298;
"CTS164265";1;7960;7210;
"CTS164269";2;7580;6860;
"CTS164275";12;10800;8500;
"CTS164282";2;12080;9510;
"CTS164291";11;8250;7470;
"CTS164324";36;3680;2990;
"CTS164360";более 40;6010;4880;
"CTS164361";более 40;4910;3990;
"CTS164380";1;7540;6122;
"CTS164391";более 40;7730;6280;
"CTS164394";более 40;8110;6590;
"CTS164398";1;6590;5350;
"CTS164399";8;6870;5580;
"CTS164401";1;6990;5680;
"CTS164419";1;6440;5235;
"0354382";2;28220;22940;
"0354476";1;16850;13698;
"0353913";2;14680;11934;
"2461400";28;17740;14416;
"2563600";21;31360;25493;
"2530600";4;45180;36728;
"0424004";1;15180;11950;
"0424000";4;20130;15843;
"R1665";4;17700;14394;
"0353783";10;20200;16417;
"445717";1;7670;6232;
"523229";3;27660;22480;
"529157";2;29940;24339;
"528562";8;14100;11101;
"530546";2;16340;12866;
"524651";1;39540;31127;
"529224";2;23830;18761;
"CTS164726";1;11950;9713;
"PXR01126S3";28;18900;15364;
"PXR01132S3";3;16550;13450;
"0348167";24;8490;6895;
"PXR01122S3";4;13790;11211;
"PXR01143S3";24;18450;14999;
"0348164";16;8050;6539;
"PXR01081S3";более 40;17670;14361;
"PXR01130S3";более 40;17420;14160;
"PXR01111S3";более 40;16160;13136;
"PXR01147S3";2;21230;17258;
"PXR01119S3";8;21050;17109;
"2729600";2;18880;15348;
"2539300";более 40;24600;19369;
"2820500";22;25830;20993;
"TS32344";более 40;17330;14083;
"TS32207";3;17410;14149;
"PXR01129S3";более 40;14340;11653;
"PXR01138S3";14;21520;17494;
"0355114";2;11200;9098;
"TS32223";18;21230;17253;
"PXR01145S3";более 40;19230;15630;
"0355120";1;10110;8215;
"2523000";1;79920;64973;
"13627";4;10010;7875;
"13594";1;9470;7455;
"11855";1;12170;9576;
"13971";1;12260;9650;
"11740";11;12740;10028;
"PXR01123S3";32;15360;12480;
"11720";3;15780;12422;
"960014";2;10720;8715;
"TTS166655";1;14890;14180;
"TS32368";более 40;29970;24363;
"006399";4;38590;30385;
"241073";1;18710;14728;
"594170";8;27470;22333;
"766829";1;31360;24691;
"0353945";2;28300;23003;
"PXR01088S3";8;20090;16330;
"TTS236860";1;29450;28040;
"864757";3;19030;14980;
"PXR01121S3";20;18970;15422;
"PXR01115S3";более 40;17100;13897;
"PXR01128S3";12;15250;12392;
"PXR01140S3";9;16040;13039;
"817126";1;33400;27148;
"PXR01133S3";14;19770;16067;
"TS32321";6;13920;11316;
"1585424";2;10070;8186;
"1585393";6;8580;6971;
"T430566";18;19510;15358;
"289156";2;23200;17181;
"337467";16;27840;21918;
"946969";2;34020;26780;
"629138";2;22560;18334;
"CTS237315";12;3910;3363;
"CTS237331";более 40;7550;6504;
"CTS237337";более 40;5060;4355;
"CTS237338";более 40;5110;4400;
"CTS237347";20;4210;3628;
"CTS237348";12;3690;3175;
"CTS237349";17;8070;6955;
"CTS237360";2;7360;6340;
"CTS237361";более 40;8550;7365;
"CTS237367";более 40;7770;6695;
"CTS237373";1;7220;6222;
"CTS237376";20;9940;8567;
"CTS237378";1;8430;7266;
"CTS237383";более 40;8560;7376;
"CTS237391";2;8060;6945;
"CTS237399";10;9660;8327;
"CTS237407";3;8290;7146;
"CTS237432";1;5110;4400;
"T430710";4;32850;25865;
"T430705";4;27340;21520;
"T430583";1;35260;27758;
"T430581";1;26700;21016;
"T430576";15;30840;24277;
"T430573";7;18970;14930;
"T430572";8;20690;16290;
"T430568";8;19090;15025;
"T430559";2;23950;18857;
"T430557";8;26760;21063;
"T430556";17;22770;17925;
"T430545";1;24690;19437;
"T430538";1;16120;12686;
"T430533";2;18920;14892;
"T430570";8;26510;20873;
"2166063";2;15128;11912;
"R3580";более 40;13090;10642;
"R0554";1;22700;17873;
"R1131";4;20850;16414;
"2237703";1;6939;5464;
"2208983";1;7004;5515;
"2231443";2;8298;6534;
"221554";2;44430;34984;
"002602";2;15230;11987;
"000219";2;49100;38656;
"139556";1;34100;26850;
"268363";2;50930;40097;
"189394";1;20440;15937;
"569032";3;4830;3805;
"481619";более 40;14730;11597;
"868483";12;14900;11727;
"864119";8;38470;30288;
"652558";4;28330;22304;
"2322400";3;39660;32239;
"R5020";2;23260;18309;
"F0161";1;33690;26523;
"F9664";4;14780;11633;
"R0153";8;18360;14452;
"R0409";2;19640;15457;
"R1142";3;19190;15109;
"R1243";1;21770;17135;
"R1244";11;20740;16323;
"R1248";4;16960;13352;
"R1249";31;17720;13952;
"R1252";6;21820;17176;
"R1254";2;28400;22361;
"R2151";более 40;12020;9464;
"R2243";2;17800;14008;
"R3588";1;14470;11391;
"R3591";4;11790;9282;
"R3594";4;12480;9825;
"R3597";34;21260;16737;
"R3602";2;19060;15001;
"R3615";15;21950;17279;
"R1147";более 40;14110;11106;
"0348161";16;6350;5157;
"153320";1;31870;25089;
"304956";7;22280;17536;
"686164";2;34050;27681;
"365297";1;16720;13158;
"BR012882";1;17070;13438;
"BR012881";4;18210;14334;
"BR012880";30;16070;12646;
"BR012877";2;17390;13689;
"BR012875";1;15070;11864;
"BR012871";5;18910;14889;
"BR012869";более 40;11320;8908;
"BR011544";2;18350;14448;
"BR011417";8;12620;9934;
"BR011416";более 40;12160;9573;
"BR011210";3;22940;18061;
"BR012896";5;18780;14782;
"BR013647";11;15600;12281;
"BR013643";4;33000;25979;
"BR012931";12;12630;9939;
"BR012930";4;10520;8282;
"BR012929";5;10100;7951;
"BR012925";18;19420;15291;
"BR012919";11;16060;12644;
"BR012918";12;14110;11109;
"0354824";1;11410;8979;
"0354815";3;12680;9984;
"0354737";1;16050;12636;
"1017331";более 40;10710;8179;
"1015131";18;22380;17093;
"1021029";4;12200;9318;
"T430601";более 40;8380;6810;
"1581037";более 40;4690;3690;
"572990";1;16300;12830;
"546183";9;6710;5282;
"582610";5;34070;26825;
"539093";1;21390;16842;
"539071";2;11680;9196;
"539070";21;12970;10205;
"538479";2;7200;5666;
"2299100";20;19230;15139;
"282944";2;9310;7329;
"1585271";1;5550;4512;
"PSR0L02603";3;13840;10891;
"1581053";1;6150;4839;
"820894";4;38370;31187;
"TS32367";3;20270;16475;
"T430565";6;15960;12562;
"BR012913";12;11870;9344;
"BR012885";2;22760;17917;
"2035100";1;32340;25461;
"BR018915";1;16270;13225;
"1581054";1;7060;5552;
"544276";2;25330;19939;
"836145";более 40;34060;26818;
"1585335";1;5430;4411;
"525845";1;13970;10994;
"TW00813";1;15550;12640;
"BR012934";4;15570;12255;
"1330010";7;21320;20110;
"BR013646";более 40;14680;11559;
"379600";1;55090;43371;
"431141";более 40;11070;8999;
"BR012922";2;19230;15134;
"TS32274";1;26660;21671;
"0357992";1;21980;17302;
"785727";8;18260;14840;
"545958";1;16020;12611;
"BR012927";4;20080;15804;
"T430487";15;20260;16466;
"BR469072";более 40;16510;13415;
"BR469078";более 40;16940;13765;
"BR007058";4;15010;12201;
"PSR0L02403";8;17210;13545;
"T429525";1;11160;9067;
"R1230";2;17130;13487;
"CTS262025";4;9070;8023;
"CTS262029";1;10740;9502;
"CTS262039";2;15230;13479;
"0354490";1;29050;23615;
"T430641";1;15130;12297;
"T430608";более 40;13400;10890;
"1581088";4;8670;6822;
"CTS262158";1;14360;12704;
"404449";2;15340;12465;
"402798";8;14400;11704;
"921900";2;18150;14751;
"T430610";5;14630;11893;
"T430598";более 40;9990;8118;
"T430614";30;12700;10318;
"T430667";более 40;15830;12864;
"T430662";более 40;13320;10824;
"T430691";4;19800;16090;
"T430603";12;9730;7907;
"T430661";более 40;13250;10768;
"T430683";более 40;18340;14904;
"T430592";более 40;10340;8400;
"T430615";более 40;12290;9989;
"0348165";6;9260;7528;
"0354615";2;9550;7518;
"1581010";1;4290;3371;
"1585293";1;7920;6439;
"15026";5;8030;6525;
"15048";1;8570;6966;
"0353210";2;25030;20345;
"0354392";2;16340;13280;
"2618500";11;35430;28798;
"T430637";40;17780;14449;
"T430654";более 40;14350;11663;
"T430677";более 40;15530;12625;
"T430590";более 40;5950;4831;
"T430720";12;11040;8972;
"T430652";более 40;14570;11842;
"540796";2;37430;30425;
"163946";4;26910;21874;
"229115";1;33100;26906;
"272795";2;28030;22069;
"R3125";1;8590;6761;
"955029";1;11570;9404;
"T430658";36;15540;12634;
"T430668";29;17190;13971;
"T430680";8;21570;17530;
"T430657";более 40;16580;13474;
"T430693";7;19520;15865;
"T430594";более 40;6960;5651;
"T430628";более 40;19610;15936;
"T430633";36;19420;15781;
"T430688";26;20320;16517;
"T430653";более 40;13080;10627;
"T430600";4;9250;7513;
"T430689";40;20280;16480;
"T430589";более 40;5950;4831;
"T430629";31;21220;17244;
"1020633";4;20930;17010;
"1023596";27;9560;7770;
"1023590";20;8860;7200;
"1023583";2;7380;6000;
"1023601";более 40;9670;7860;
"1023613";более 40;15360;12480;
"1023612";1;13950;11340;
"1023609";1;13680;11120;
"1023608";более 40;12810;10410;
"1023606";более 40;11600;9430;
"1023605";12;12750;10360;
"1023623";16;19570;15910;
"1023622";7;17660;14350;
"1023621";1;18160;14760;
"1023617";более 40;17320;14080;
